selected,technical_score,candidate_score,experience_total,academic_reliability,max_tech_skill,max_soft_skill,tech_candidate_multiplier,no_experience_flag,high_risk_flag
0,8.5,4.333333333333333,10,9.629999999999999,10,10,36.83333333333333,0,0
0,3.75,4.0,11,13.619999999999997,4,4,15.0,0,1
1,7.0,4.666666666666667,10,7.65,10,10,32.66666666666667,0,1
0,5.0,6.166666666666667,14,15.600000000000001,6,9,30.833333333333336,0,1
1,5.75,5.5,9,14.02,10,10,31.625,0,1
1,5.0,5.333333333333333,7,7.93,7,8,26.666666666666664,0,1
1,5.25,5.5,11,11.370000000000001,9,9,28.875,0,1
1,9.0,6.0,11,10.6,10,8,54.0,0,1
1,3.75,4.833333333333333,13,10.35,6,9,18.125,0,0
0,3.0,5.833333333333333,11,8.690000000000001,7,8,17.5,0,1
0,5.75,6.333333333333333,6,8.89,9,9,36.416666666666664,0,1
1,6.75,6.166666666666667,7,5.15,9,9,41.625,0,1
1,3.75,4.5,18,13.99,5,8,16.875,0,0
1,4.75,4.0,18,13.34,8,9,19.0,0,1
1,3.5,2.8333333333333335,12,10.03,5,9,9.916666666666668,0,0
1,4.5,3.8333333333333335,10,14.59,10,5,17.25,0,1
1,4.0,6.5,11,9.34,6,10,26.0,0,1
1,7.0,5.0,18,13.93,10,9,35.0,0,0
1,8.25,3.3333333333333335,11,11.18,10,7,27.5,0,1
0,4.0,3.3333333333333335,16,11.82,8,8,13.333333333333334,0,0
1,6.0,4.333333333333333,6,4.620000000000001,7,4,26.0,0,1
1,6.0,6.0,6,11.22,9,10,36.0,0,0
0,5.0,3.5,10,13.53,10,8,17.5,0,0
0,4.25,4.666666666666667,9,9.93,9,9,19.833333333333336,0,0
1,5.75,6.166666666666667,6,9.59,9,10,35.458333333333336,0,1
0,6.25,3.8333333333333335,7,11.280000000000001,9,4,23.958333333333336,0,1
0,6.25,3.8333333333333335,9,4.31,7,5,23.958333333333336,0,1
0,6.5,2.1666666666666665,13,10.1,8,2,14.083333333333332,0,1
0,5.0,7.833333333333333,5,5.29,8,10,39.166666666666664,0,1
0,5.5,3.6666666666666665,14,4.16,9,7,20.166666666666664,0,1
1,4.0,2.6666666666666665,14,12.18,6,6,10.666666666666666,0,0
1,4.75,5.666666666666667,11,9.95,6,10,26.916666666666668,0,1
1,5.25,6.0,9,11.36,8,10,31.5,0,0
1,7.0,3.6666666666666665,9,10.01,9,4,25.666666666666664,0,0
1,5.0,5.0,6,8.42,8,9,25.0,0,1
1,6.0,4.166666666666667,14,12.08,8,9,25.0,0,1
1,7.25,3.6666666666666665,8,9.29,9,4,26.583333333333332,0,1
1,2.0,4.666666666666667,3,6.460000000000001,4,9,9.333333333333334,0,1
1,6.5,5.333333333333333,7,7.24,10,8,34.666666666666664,0,1
1,6.5,3.0,18,11.68,10,8,19.5,0,1
1,4.25,4.166666666666667,12,19.83,8,7,17.708333333333336,0,0
0,7.5,4.5,13,14.02,10,3,33.75,0,1
1,4.0,5.5,15,12.259999999999998,6,8,22.0,0,1
1,4.5,5.0,13,9.7,8,8,22.5,0,1
1,4.0,4.5,15,9.59,6,8,18.0,0,1
0,7.0,4.0,3,17.02,10,9,28.0,0,0
0,6.25,3.8333333333333335,12,12.08,10,8,23.958333333333336,0,1
1,6.5,5.0,3,11.190000000000001,10,6,32.5,0,1
1,6.5,4.666666666666667,16,9.83,10,5,30.333333333333336,0,1
0,5.0,5.666666666666667,12,2.45,7,8,28.333333333333336,0,1
1,4.5,3.8333333333333335,15,13.15,8,8,17.25,0,1
1,7.0,6.5,2,12.54,10,10,45.5,0,1
1,7.0,2.3333333333333335,15,5.27,10,3,16.333333333333336,0,1
1,6.0,3.8333333333333335,13,13.01,10,6,23.0,0,0
1,6.5,3.5,13,8.37,10,8,22.75,0,1
0,6.0,5.833333333333333,12,13.6,7,8,35.0,0,1
1,5.5,4.0,13,8.219999999999999,10,10,22.0,0,1
1,5.75,5.5,14,16.86,10,9,31.625,0,1
1,7.0,5.0,5,13.219999999999999,10,8,35.0,0,1
1,3.75,4.5,7,10.84,9,8,16.875,0,0
0,7.5,5.833333333333333,6,10.64,10,10,43.75,0,1
1,7.25,5.5,11,7.210000000000001,9,7,39.875,0,1
1,7.25,4.333333333333333,17,15.189999999999998,10,9,31.416666666666664,0,1
1,5.0,5.333333333333333,6,14.47,7,9,26.666666666666664,0,1
1,7.0,4.166666666666667,12,10.92,9,9,29.166666666666668,0,0
1,5.25,2.6666666666666665,13,5.99,8,10,14.0,0,1
1,5.0,3.6666666666666665,10,12.59,6,6,18.333333333333332,0,0
1,3.0,4.166666666666667,14,8.34,7,7,12.5,0,1
1,5.25,4.833333333333333,11,6.35,9,10,25.375,0,1
1,5.75,2.5,12,8.65,9,4,14.375,0,1
1,5.0,5.0,10,16.15,8,8,25.0,0,1
1,6.25,5.5,12,18.2,10,10,34.375,0,0
1,3.25,3.1666666666666665,14,16.380000000000003,5,2,10.291666666666666,0,1
1,7.0,6.0,8,8.83,10,9,42.0,0,0
1,4.0,7.0,18,10.04,6,10,28.0,0,1
1,3.5,2.1666666666666665,13,11.469999999999999,4,7,7.583333333333333,0,1
1,2.5,4.5,7,11.01,6,7,11.25,0,1
1,6.25,5.833333333333333,5,8.530000000000001,9,9,36.45833333333333,0,1
0,6.5,4.333333333333333,9,8.04,9,10,28.166666666666664,0,1
1,3.5,5.0,9,10.25,8,9,17.5,0,1
1,4.75,1.5,8,8.99,10,3,7.125,0,0
1,8.0,5.666666666666667,14,13.64,10,9,45.333333333333336,0,1
1,8.25,4.333333333333333,13,8.530000000000001,10,3,35.75,0,1
1,4.75,2.8333333333333335,10,17.1,8,6,13.458333333333334,0,0
1,5.75,5.833333333333333,15,15.41,10,10,33.541666666666664,0,0
1,4.75,4.666666666666667,11,10.59,6,8,22.166666666666668,0,1
1,3.25,3.0,12,13.44,5,6,9.75,0,0
1,10.0,6.166666666666667,15,11.14,10,9,61.66666666666667,0,1
0,4.75,3.8333333333333335,6,15.77,8,6,18.208333333333336,0,0
1,5.0,5.0,10,12.14,8,8,25.0,0,1
0,5.5,4.5,14,17.34,7,5,24.75,0,1
0,5.75,4.333333333333333,11,6.539999999999999,8,9,24.916666666666664,0,1
1,5.5,4.5,14,10.31,10,4,24.75,0,1
1,5.75,5.166666666666667,11,14.49,10,10,29.708333333333336,0,1
0,4.5,5.166666666666667,11,12.93,10,9,23.25,0,1
1,5.5,4.5,13,11.84,10,7,24.75,0,1
1,3.25,4.833333333333333,9,14.1,6,9,15.708333333333332,0,0
1,5.25,2.0,16,8.469999999999999,9,4,10.5,0,0
1,6.0,7.333333333333333,17,9.780000000000001,8,10,44.0,0,0
1,6.75,4.166666666666667,12,7.370000000000001,9,6,28.125000000000004,0,1
1,5.25,5.333333333333333,18,13.08,10,6,28.0,0,1
1,8.25,3.3333333333333335,18,14.48,10,6,27.5,0,1
1,5.25,4.833333333333333,9,11.98,7,10,25.375,0,1
1,4.75,3.5,8,7.440000000000001,9,5,16.625,0,1
0,4.25,4.666666666666667,12,6.99,10,10,19.833333333333336,0,1
1,4.75,3.5,16,12.940000000000001,8,5,16.625,0,0
1,5.25,4.5,6,9.370000000000001,8,7,23.625,0,1
0,7.5,4.833333333333333,7,15.64,10,10,36.25,0,0
1,5.25,5.333333333333333,11,4.12,9,10,28.0,0,1
1,3.5,3.8333333333333335,14,11.02,10,10,13.416666666666668,0,1
1,6.5,3.8333333333333335,9,9.09,8,7,24.916666666666668,0,1
1,6.25,2.8333333333333335,8,17.85,10,4,17.708333333333336,0,0
1,7.25,2.6666666666666665,10,12.32,10,9,19.333333333333332,0,0
1,5.0,5.166666666666667,11,15.65,10,10,25.833333333333336,0,0
1,6.5,5.166666666666667,7,14.32,10,10,33.583333333333336,0,1
1,7.5,4.166666666666667,13,11.35,10,5,31.250000000000004,0,1
1,5.5,2.8333333333333335,11,7.4,7,3,15.583333333333334,0,1
1,6.5,3.0,12,11.379999999999999,8,5,19.5,0,0
1,4.75,6.0,10,13.21,9,10,28.5,0,0
1,5.5,4.833333333333333,9,6.65,6,10,26.583333333333332,0,1
1,5.75,5.166666666666667,6,3.24,10,9,29.708333333333336,0,1
0,5.5,4.0,10,7.65,9,10,22.0,0,1
1,4.75,4.0,6,6.42,9,5,19.0,0,1
1,5.75,3.5,17,10.79,10,3,20.125,0,1
1,5.0,5.166666666666667,16,15.82,9,9,25.833333333333336,0,1
1,5.25,5.666666666666667,11,14.81,8,9,29.75,0,0
1,7.0,6.833333333333333,10,12.34,10,10,47.83333333333333,0,0
0,5.0,4.0,13,10.28,10,5,20.0,0,1
1,4.5,3.6666666666666665,7,13.84,7,9,16.5,0,0
0,5.75,4.166666666666667,8,6.73,7,7,23.958333333333336,0,1
1,6.5,4.833333333333333,14,9.29,10,7,31.416666666666664,0,1
1,5.0,5.166666666666667,19,17.740000000000002,7,9,25.833333333333336,0,0
1,3.75,3.8333333333333335,16,16.240000000000002,6,5,14.375,0,1
0,4.5,3.5,12,3.9699999999999998,8,5,15.75,0,1
0,7.25,4.666666666666667,16,14.14,9,10,33.833333333333336,0,1
0,6.0,4.333333333333333,12,12.05,9,5,26.0,0,0
1,4.0,5.0,6,11.67,5,8,20.0,0,1
1,4.75,5.5,18,8.51,8,9,26.125,0,1
1,4.0,4.666666666666667,14,6.01,6,10,18.666666666666668,0,1
1,4.5,4.666666666666667,11,6.93,8,10,21.0,0,1
1,5.25,4.5,15,8.780000000000001,7,6,23.625,0,1
1,7.5,4.666666666666667,8,9.67,10,9,35.0,0,0
1,7.25,5.5,16,8.29,10,7,39.875,0,1
0,5.5,3.8333333333333335,11,10.77,9,9,21.083333333333336,0,1
1,4.5,5.666666666666667,13,15.45,10,8,25.5,0,1
0,5.75,5.166666666666667,16,7.309999999999999,9,9,29.708333333333336,0,1
0,6.0,5.5,15,7.800000000000001,8,7,33.0,0,1
1,4.5,3.5,6,8.83,8,8,15.75,0,1
1,5.0,6.333333333333333,15,4.859999999999999,9,10,31.666666666666664,0,1
0,4.25,5.166666666666667,11,13.82,8,9,21.958333333333336,0,0
0,3.5,4.666666666666667,12,4.11,7,10,16.333333333333336,0,1
1,7.5,7.5,13,16.66,10,10,56.25,0,0
1,6.5,4.0,13,8.16,10,9,26.0,0,1
0,6.5,5.166666666666667,11,6.66,10,7,33.583333333333336,0,1
1,5.5,4.0,12,7.879999999999999,6,2,22.0,0,1
0,4.0,6.166666666666667,13,12.05,8,9,24.666666666666668,0,0
1,8.5,4.333333333333333,3,6.030000000000001,10,10,36.83333333333333,0,1
1,5.25,4.333333333333333,9,7.34,10,7,22.75,0,1
1,6.75,4.5,14,10.530000000000001,9,10,30.375,0,1
0,3.75,4.833333333333333,7,16.810000000000002,9,9,18.125,0,1
1,6.5,5.166666666666667,8,8.92,9,9,33.583333333333336,0,1
1,5.25,4.833333333333333,10,13.030000000000001,7,10,25.375,0,1
1,5.5,3.6666666666666665,10,16.25,10,6,20.166666666666664,0,1
1,3.5,5.666666666666667,10,2.9699999999999998,6,10,19.833333333333336,0,1
1,4.0,4.333333333333333,19,6.92,10,6,17.333333333333332,0,1
1,4.75,6.0,11,15.509999999999998,8,10,28.5,0,1
0,4.75,4.5,11,6.51,8,10,21.375,0,1
1,3.25,4.833333333333333,12,15.85,4,8,15.708333333333332,0,0
1,3.75,2.6666666666666665,15,7.92,6,6,10.0,0,1
0,5.0,3.8333333333333335,4,13.39,8,6,19.166666666666668,0,1
1,4.25,3.5,13,10.559999999999999,8,6,14.875,0,1
1,4.0,4.0,6,8.55,8,8,16.0,0,1
0,4.25,5.5,12,10.809999999999999,6,9,23.375,0,1
0,4.75,6.0,11,8.95,10,10,28.5,0,1
1,5.0,5.666666666666667,13,12.75,8,10,28.333333333333336,0,1
1,6.25,5.666666666666667,10,11.27,10,8,35.41666666666667,0,0
1,5.5,5.0,7,10.43,8,10,27.5,0,1
1,6.25,3.8333333333333335,10,9.65,9,2,23.958333333333336,0,0
1,4.5,6.5,12,14.870000000000001,7,9,29.25,0,0
0,5.25,5.833333333333333,8,12.86,8,8,30.625,0,0
1,4.25,4.0,12,7.370000000000001,6,9,17.0,0,1
1,3.5,6.5,17,15.84,6,9,22.75,0,0
1,3.0,5.166666666666667,9,10.23,6,10,15.5,0,0
1,7.0,4.833333333333333,11,13.869999999999997,9,8,33.83333333333333,0,1
1,5.75,4.0,12,13.009999999999998,7,10,23.0,0,1
1,5.0,3.3333333333333335,9,15.68,10,6,16.666666666666668,0,1
1,4.5,5.0,18,4.34,8,10,22.5,0,1
1,6.5,4.5,13,13.18,10,7,29.25,0,1
1,6.0,4.666666666666667,9,10.81,9,8,28.0,0,1
1,5.75,7.166666666666667,15,6.08,9,10,41.208333333333336,0,1
1,6.5,3.1666666666666665,8,7.23,10,6,20.583333333333332,0,0
1,4.5,6.5,19,9.120000000000001,9,10,29.25,0,0
0,5.75,4.166666666666667,16,17.46,9,9,23.958333333333336,0,0
1,4.5,4.5,7,13.29,8,8,20.25,0,1
1,6.75,5.0,17,10.23,10,7,33.75,0,1
1,3.75,5.333333333333333,9,7.91,8,10,20.0,0,0
1,4.5,5.166666666666667,12,15.7,8,10,23.25,0,0
1,3.25,6.0,11,5.719999999999999,9,10,19.5,0,1
1,5.0,5.166666666666667,11,12.98,9,8,25.833333333333336,0,0
1,4.75,4.5,17,11.69,7,7,21.375,0,1
0,5.25,3.6666666666666665,4,3.4299999999999997,10,6,19.25,0,1
1,5.0,5.833333333333333,6,12.98,9,9,29.166666666666664,0,1
0,8.0,3.8333333333333335,8,10.77,10,7,30.666666666666668,0,1
1,6.5,4.0,10,12.39,9,3,26.0,0,1
0,4.75,3.8333333333333335,18,17.09,8,8,18.208333333333336,0,0
1,5.25,5.166666666666667,7,11.96,10,9,27.125,0,0
1,4.5,3.1666666666666665,14,19.46,8,6,14.25,0,0
0,4.5,3.3333333333333335,14,8.39,8,6,15.0,0,1
0,5.25,4.666666666666667,14,2.0199999999999996,8,9,24.5,0,1
1,6.5,5.666666666666667,14,12.12,9,8,36.833333333333336,0,0
1,6.0,5.333333333333333,4,4.390000000000001,10,9,32.0,0,1
0,6.5,6.333333333333333,14,14.870000000000001,10,10,41.166666666666664,0,0
0,4.75,6.5,11,12.4,7,10,30.875,0,1
1,5.75,5.166666666666667,7,10.93,8,10,29.708333333333336,0,1
1,4.0,5.5,10,13.22,8,10,22.0,0,0
1,6.0,5.166666666666667,8,10.46,10,8,31.0,0,1
1,6.5,2.6666666666666665,4,12.370000000000001,8,6,17.333333333333332,0,0
1,7.0,3.8333333333333335,14,3.63,10,8,26.833333333333336,0,1
0,6.75,5.5,0,5.27,8,8,37.125,1,1
1,5.75,5.0,14,14.35,10,8,28.75,0,0
1,7.0,7.0,15,13.100000000000001,10,10,49.0,0,1
1,3.5,3.8333333333333335,7,10.84,7,8,13.416666666666668,0,1
0,3.75,3.6666666666666665,10,13.75,6,8,13.75,0,1
1,3.0,2.1666666666666665,6,7.67,6,2,6.5,0,1
0,3.75,5.0,14,13.2,9,10,18.75,0,1
1,4.75,6.333333333333333,17,17.4,10,9,30.083333333333332,0,1
1,7.75,5.666666666666667,7,10.5,9,7,43.91666666666667,0,0
1,6.25,5.333333333333333,8,8.91,10,10,33.33333333333333,0,1
1,4.5,6.5,19,13.120000000000001,6,10,29.25,0,0
1,6.0,5.833333333333333,11,13.17,7,10,35.0,0,1
1,8.25,4.5,7,11.35,10,4,37.125,0,1
1,4.0,3.8333333333333335,16,14.219999999999999,6,6,15.333333333333334,0,1
0,5.0,5.666666666666667,11,14.060000000000002,9,9,28.333333333333336,0,1
1,4.75,3.0,9,12.54,8,9,14.25,0,1
1,3.0,4.5,8,18.4,5,6,13.5,0,0
1,6.75,3.3333333333333335,14,12.33,9,6,22.5,0,0
0,5.5,2.8333333333333335,6,8.55,9,5,15.583333333333334,0,0
1,8.25,4.833333333333333,13,7.559999999999999,9,5,39.875,0,1
1,4.25,5.166666666666667,17,8.29,10,7,21.958333333333336,0,1
1,5.75,5.166666666666667,13,8.629999999999999,9,8,29.708333333333336,0,0
1,6.25,5.666666666666667,8,18.95,10,10,35.41666666666667,0,0
0,4.75,3.3333333333333335,4,7.75,6,10,15.833333333333334,0,1
0,4.25,5.833333333333333,9,13.43,6,10,24.791666666666664,0,1
1,3.75,4.666666666666667,18,5.98,6,6,17.5,0,1
1,4.25,4.5,1,12.75,10,7,19.125,0,0
0,5.0,3.1666666666666665,14,8.28,7,6,15.833333333333332,0,1
1,5.25,4.5,7,9.49,8,8,23.625,0,1
0,7.0,5.0,14,12.07,9,10,35.0,0,0
1,4.0,5.5,9,8.98,8,9,22.0,0,1
1,3.75,6.0,13,9.39,10,10,22.5,0,1
1,5.25,2.8333333333333335,8,10.17,8,4,14.875,0,1
1,8.0,6.833333333333333,10,6.5,10,10,54.666666666666664,0,1
1,7.0,5.0,8,14.26,10,8,35.0,0,0
1,5.75,4.333333333333333,12,13.46,10,8,24.916666666666664,0,0
0,6.75,3.6666666666666665,10,9.39,8,9,24.75,0,1
0,5.0,3.0,8,7.449999999999999,6,6,15.0,0,1
1,6.0,5.166666666666667,5,15.71,9,8,31.0,0,0
1,5.5,6.666666666666667,14,11.35,9,10,36.66666666666667,0,0
1,6.25,4.333333333333333,13,11.37,8,8,27.083333333333332,0,1
0,6.0,6.5,7,5.95,8,9,39.0,0,1
0,8.5,2.5,7,13.53,10,5,21.25,0,1
1,7.75,5.833333333333333,17,10.64,9,10,45.20833333333333,0,0
1,6.5,4.833333333333333,11,16.380000000000003,9,10,31.416666666666664,0,1
0,5.25,3.5,12,12.91,9,4,18.375,0,0
1,5.75,3.8333333333333335,16,10.79,10,6,22.041666666666668,0,1
0,4.5,4.333333333333333,8,11.93,10,8,19.5,0,1
1,5.25,3.5,16,12.52,9,9,18.375,0,1
1,3.5,5.666666666666667,7,7.82,6,10,19.833333333333336,0,0
1,5.25,6.666666666666667,8,13.55,10,10,35.0,0,0
1,5.75,4.333333333333333,10,3.4400000000000004,10,8,24.916666666666664,0,1
1,3.5,5.333333333333333,8,12.18,8,10,18.666666666666664,0,0
1,1.75,5.166666666666667,15,11.52,3,10,9.041666666666668,0,1
0,2.75,3.5,12,13.780000000000001,4,6,9.625,0,1
0,4.0,5.333333333333333,12,13.73,8,6,21.333333333333332,0,1
1,5.75,4.0,11,13.490000000000002,9,4,23.0,0,1
1,4.5,4.833333333333333,10,10.75,9,8,21.75,0,0
1,3.5,4.5,13,11.33,7,9,15.75,0,1
0,5.25,4.166666666666667,7,16.35,9,8,21.875,0,1
1,5.25,4.0,12,18.23,9,7,21.0,0,0
1,7.5,6.0,14,9.71,8,8,45.0,0,1
1,6.25,3.5,8,17.759999999999998,10,7,21.875,0,1
1,2.0,7.0,14,15.29,4,10,14.0,0,0
1,6.0,4.5,14,10.65,8,9,27.0,0,0
0,5.0,3.8333333333333335,11,11.33,10,6,19.166666666666668,0,1
1,3.0,5.833333333333333,16,12.59,4,8,17.5,0,1
1,5.5,5.5,14,13.15,7,8,30.25,0,1
1,2.25,4.333333333333333,16,14.39,5,5,9.75,0,1
0,5.75,2.8333333333333335,9,7.09,10,3,16.291666666666668,0,1
0,6.25,6.0,17,8.53,9,8,37.5,0,1
1,6.5,6.666666666666667,12,17.45,10,9,43.333333333333336,0,1
1,4.0,5.5,14,8.02,8,9,22.0,0,0
0,3.25,4.333333333333333,15,11.15,6,5,14.083333333333332,0,0
1,4.75,4.5,11,8.51,9,9,21.375,0,1
1,6.25,3.0,15,12.870000000000001,10,5,18.75,0,0
1,4.0,5.666666666666667,16,10.22,10,8,22.666666666666668,0,1
1,3.75,3.0,12,7.48,8,9,11.25,0,1
0,6.25,5.5,13,13.63,10,10,34.375,0,0
1,4.25,4.5,10,12.7,9,9,19.125,0,1
1,4.0,4.333333333333333,5,6.859999999999999,8,5,17.333333333333332,0,1
0,3.0,3.3333333333333335,15,8.16,6,9,10.0,0,0
1,3.75,4.666666666666667,6,19.310000000000002,10,7,17.5,0,0
1,4.75,5.833333333333333,14,8.36,9,9,27.708333333333332,0,1
1,4.0,4.166666666666667,14,13.190000000000001,8,7,16.666666666666668,0,0
0,5.75,6.166666666666667,13,15.53,9,10,35.458333333333336,0,0
0,4.5,6.5,12,14.57,5,10,29.25,0,0
0,4.0,5.333333333333333,13,5.370000000000001,9,9,21.333333333333332,0,1
1,5.0,6.666666666666667,9,5.51,10,10,33.333333333333336,0,1
0,4.75,4.166666666666667,14,8.99,9,8,19.791666666666668,0,1
1,6.25,5.333333333333333,17,15.48,10,7,33.33333333333333,0,0
0,4.25,3.1666666666666665,11,9.34,9,8,13.458333333333332,0,1
1,4.5,5.333333333333333,13,8.09,8,10,24.0,0,1
1,5.75,4.0,10,12.879999999999999,8,5,23.0,0,0
1,6.0,4.166666666666667,10,6.43,7,10,25.0,0,1
1,5.0,5.166666666666667,4,14.82,8,8,25.833333333333336,0,0
0,6.25,3.0,5,11.5,10,5,18.75,0,1
1,6.75,5.666666666666667,11,13.829999999999998,10,10,38.25,0,1
0,8.0,4.666666666666667,8,8.16,10,9,37.333333333333336,0,1
1,7.25,3.8333333333333335,13,8.309999999999999,10,7,27.791666666666668,0,1
1,3.75,4.166666666666667,7,12.780000000000001,8,6,15.625000000000002,0,0
0,4.0,3.0,4,9.7,7,5,12.0,0,0
1,7.0,4.5,6,11.280000000000001,10,10,31.5,0,1
0,7.25,3.1666666666666665,5,7.699999999999999,10,8,22.958333333333332,0,1
1,2.5,5.5,9,7.58,6,9,13.75,0,0
1,7.0,5.333333333333333,9,9.35,10,7,37.33333333333333,0,1
1,3.5,6.5,2,13.25,7,9,22.75,0,0
1,5.75,3.5,13,11.51,10,5,20.125,0,0
1,3.5,5.0,13,6.06,8,10,17.5,0,1
0,6.75,7.666666666666667,6,5.65,10,9,51.75,0,1
1,4.75,5.833333333333333,4,13.55,8,10,27.708333333333332,0,1
0,2.25,5.166666666666667,18,6.29,3,9,11.625,0,1
1,7.5,6.0,11,13.719999999999999,10,9,45.0,0,1
1,7.25,5.5,11,7.789999999999999,10,10,39.875,0,1
1,6.0,4.333333333333333,12,11.98,10,8,26.0,0,1
1,5.25,4.166666666666667,11,16.17,8,8,21.875,0,0
1,5.5,4.0,6,14.95,10,7,22.0,0,1
1,6.0,2.0,17,12.46,10,4,12.0,0,0
1,3.75,4.166666666666667,11,11.86,8,6,15.625000000000002,0,1
1,5.75,6.0,9,7.02,10,10,34.5,0,1
1,5.25,4.666666666666667,10,13.01,10,10,24.5,0,1
1,5.25,4.666666666666667,12,18.46,8,7,24.5,0,0
1,3.75,5.833333333333333,17,7.809999999999999,8,8,21.875,0,1
1,4.75,5.333333333333333,9,6.300000000000001,7,10,25.333333333333332,0,1
1,3.75,5.0,8,19.48,9,10,18.75,0,0
1,7.5,3.8333333333333335,20,9.82,10,7,28.75,0,1
1,5.0,2.8333333333333335,6,6.58,10,8,14.166666666666668,0,1
0,4.5,3.8333333333333335,11,11.280000000000001,7,10,17.25,0,1
1,4.25,7.166666666666667,12,14.62,8,10,30.458333333333336,0,0
1,4.25,5.0,6,16.89,10,9,21.25,0,0
1,8.0,6.166666666666667,10,9.629999999999999,10,9,49.333333333333336,0,1
1,5.25,4.833333333333333,8,16.4,10,9,25.375,0,0
1,5.25,4.666666666666667,4,8.68,9,9,24.5,0,1
1,4.5,1.8333333333333333,11,7.75,7,5,8.25,0,1
1,6.75,2.5,11,10.719999999999999,9,6,16.875,0,1
1,6.0,5.5,13,8.34,9,9,33.0,0,1
1,5.75,5.833333333333333,14,11.82,10,10,33.541666666666664,0,0
0,5.5,4.333333333333333,13,8.64,10,10,23.833333333333332,0,1
1,7.5,4.5,15,12.42,10,6,33.75,0,1
0,6.25,1.8333333333333333,16,15.35,10,4,11.458333333333332,0,0
1,4.0,3.6666666666666665,9,10.559999999999999,8,8,14.666666666666666,0,0
0,6.25,2.8333333333333335,11,5.33,8,9,17.708333333333336,0,1
1,6.0,4.333333333333333,10,10.66,8,10,26.0,0,1
0,5.75,3.6666666666666665,14,11.1,7,7,21.083333333333332,0,1
1,7.0,5.333333333333333,16,8.05,10,9,37.33333333333333,0,0
1,5.75,4.5,17,12.3,9,10,25.875,0,1
1,5.25,6.333333333333333,3,10.440000000000001,10,10,33.25,0,1
1,4.75,4.5,13,11.18,8,8,21.375,0,0
0,5.25,7.0,9,15.079999999999998,10,10,36.75,0,1
1,8.5,6.833333333333333,11,11.809999999999999,10,10,58.08333333333333,0,0
1,7.5,6.0,11,13.71,10,10,45.0,0,1
1,6.75,4.666666666666667,11,12.630000000000003,8,8,31.500000000000004,0,1
0,5.0,4.333333333333333,10,6.76,8,6,21.666666666666664,0,1
1,4.5,5.833333333333333,21,15.55,8,9,26.25,0,0
1,7.75,6.5,11,14.190000000000001,9,10,50.375,0,0
1,4.5,5.833333333333333,8,11.3,9,8,26.25,0,0
1,4.25,4.0,13,15.49,5,9,17.0,0,0
1,3.75,3.5,11,7.02,7,9,13.125,0,1
1,8.75,4.333333333333333,18,14.97,10,10,37.916666666666664,0,0
1,6.75,4.333333333333333,10,12.99,10,6,29.249999999999996,0,0
0,7.0,3.3333333333333335,13,10.190000000000001,10,6,23.333333333333336,0,1
1,6.0,5.333333333333333,10,7.75,9,9,32.0,0,1
1,5.75,4.833333333333333,13,10.370000000000001,8,9,27.791666666666664,0,1
1,7.75,4.666666666666667,11,10.44,9,9,36.16666666666667,0,1
0,5.25,6.666666666666667,10,4.629999999999999,9,10,35.0,0,1
0,5.5,3.5,12,3.38,10,5,19.25,0,1
1,6.25,6.333333333333333,9,12.219999999999999,10,8,39.58333333333333,0,1
1,6.0,4.333333333333333,8,5.300000000000001,10,9,26.0,0,1
1,6.25,3.8333333333333335,15,12.18,9,9,23.958333333333336,0,1
1,8.0,3.8333333333333335,11,11.96,9,7,30.666666666666668,0,0
1,7.75,3.6666666666666665,11,14.53,10,7,28.416666666666664,0,0
1,4.75,4.833333333333333,3,9.68,8,9,22.958333333333332,0,1
1,3.0,5.666666666666667,11,13.58,5,8,17.0,0,0
1,6.5,5.166666666666667,5,6.9399999999999995,10,9,33.583333333333336,0,1
0,4.0,6.5,11,9.690000000000001,7,10,26.0,0,1
1,7.25,6.333333333333333,11,12.02,9,10,45.916666666666664,0,0
1,4.75,4.333333333333333,17,10.95,10,10,20.583333333333332,0,0
1,7.25,5.166666666666667,13,3.6900000000000013,10,9,37.458333333333336,0,1
1,6.25,7.333333333333333,17,9.26,10,10,45.83333333333333,0,1
1,5.25,5.0,15,18.06,8,9,26.25,0,0
1,7.25,5.333333333333333,7,12.939999999999998,10,10,38.666666666666664,0,1
0,6.75,5.0,13,9.8,10,8,33.75,0,1
1,4.0,3.8333333333333335,13,17.23,10,5,15.333333333333334,0,1
1,5.75,5.5,9,12.68,9,10,31.625,0,0
1,6.75,3.0,11,18.82,9,8,20.25,0,0
1,4.75,5.333333333333333,13,2.83,9,10,25.333333333333332,0,1
1,6.0,4.833333333333333,15,9.09,9,10,29.0,0,0
1,5.5,5.166666666666667,10,13.75,8,10,28.416666666666668,0,0
1,4.5,7.666666666666667,2,15.689999999999998,8,10,34.5,0,1
1,6.0,5.166666666666667,7,13.559999999999999,7,8,31.0,0,1
1,7.25,4.166666666666667,17,15.149999999999999,9,9,30.208333333333336,0,1
1,4.25,5.666666666666667,9,5.710000000000001,5,10,24.083333333333336,0,1
1,6.5,4.333333333333333,14,13.17,8,4,28.166666666666664,0,1
1,7.5,6.333333333333333,12,15.079999999999998,10,9,47.5,0,1
1,7.0,4.666666666666667,9,10.36,9,9,32.66666666666667,0,1
0,3.75,6.166666666666667,15,15.61,10,9,23.125,0,0
1,3.25,3.8333333333333335,11,7.059999999999999,7,8,12.458333333333334,0,1
1,5.5,4.5,10,11.03,9,9,24.75,0,1
